2025-04-18 01:38:49.954 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:54.374 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:54.374 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x820da826c9e1e29ee83e9f74ba1844f14e224380) already exists.
2025-04-18 01:38:54.374 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:38:54.608 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:54.608 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x698d73914e9496ecdb57bbb105eae5b2304714d8) already exists.
2025-04-18 01:38:54.608 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:38:55.241 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:55.241 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xfea41fbeb53a02aa16ea9cb6d0dba55e1abd0140) already exists.
2025-04-18 01:38:55.241 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:38:55.745 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:55.745 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xff6eb17ede61fd681dec5c8e4338d064237730f3) already exists.
2025-04-18 01:38:55.745 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:38:56.694 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:56.694 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xc3795327c6e383e19bfe7072ceea1db55d28bdf3) already exists.
2025-04-18 01:38:56.694 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:38:56.977 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:56.977 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x7f11134bdec4994c959936590748bfb6a66e2510) already exists.
2025-04-18 01:38:56.977 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:38:57.772 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:57.772 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x944a38debe3673f19411a9038fb5aa5e29239954) already exists.
2025-04-18 01:38:57.772 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:38:58.054 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:58.054 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x987c4f35d7e59b3bd9233884e86da07c370b4491) already exists.
2025-04-18 01:38:58.054 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:38:59.067 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:59.067 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x5ec3ceb43ff257301f3226bd9eadac201a8f156d) already exists.
2025-04-18 01:38:59.067 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:38:59.421 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:38:59.421 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x3d49311f0acdae71788d98380ad51d54c602607d) already exists.
2025-04-18 01:38:59.421 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:00.736 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:00.736 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xc92ed487923df728cb0483f15a686e6b376bd66f) already exists.
2025-04-18 01:39:00.736 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:01.030 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:01.030 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x19a5d60d24cbec3bda1151e22b194098aad0e66b) already exists.
2025-04-18 01:39:01.030 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:01.988 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:01.988 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xdc6ddba805ba679e3f3c9d960b1df119fc7772a2) already exists.
2025-04-18 01:39:01.988 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:02.366 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:02.366 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xa1f27e848af05d4113ceb9b3bd90f553ffe7b5a9) already exists.
2025-04-18 01:39:02.366 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:03.424 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:03.424 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x6eef8be265b8ec17394b326f3e10145421f69b3e) already exists.
2025-04-18 01:39:03.424 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:03.813 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:03.813 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x95efab8c3a9134d68203e84ebb34c7c39cb5fdf4) already exists.
2025-04-18 01:39:03.813 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:04.819 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:04.819 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xbbf6275e0713076a115660e1d8124832d8c1061e) already exists.
2025-04-18 01:39:04.819 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:05.096 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:05.096 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x0136a5e458d7fc43bc0c0ebdd2eff1dfe2e29662) already exists.
2025-04-18 01:39:05.096 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:06.082 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:06.082 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x0ed837a1104b8d246d7add38e928cce72de6819b) already exists.
2025-04-18 01:39:06.082 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:06.358 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:06.358 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x55fe43ea63dd8f607134bd4611ffc1e246c637a0) already exists.
2025-04-18 01:39:06.358 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:07.332 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:07.332 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x2efff8f271e999045d43017010ea8f4fa889a86c) already exists.
2025-04-18 01:39:07.332 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:07.757 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:07.757 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x45ad81b0a5f323c9d86f85f12aec8f9f0af5dc47) already exists.
2025-04-18 01:39:07.757 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:08.871 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:08.871 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xfcb9e88cc1d5fa0062c77749579718bbcce37dc0) already exists.
2025-04-18 01:39:08.871 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:09.199 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:09.199 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x5cb8e1dc4e3ce22c8281f30f3a704b39713efe32) already exists.
2025-04-18 01:39:09.199 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:09.790 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:09.790 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x4f9dff8195924be8360c53a32501cdec5e53e9a6) already exists.
2025-04-18 01:39:09.790 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:10.028 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:10.028 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x82128445bec7fff34fbee0571bda61a8f03579c8) already exists.
2025-04-18 01:39:10.028 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:10.710 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:10.710 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x675a83e1e6092b85a7a1f0405227e0cd8cb4eda7) already exists.
2025-04-18 01:39:10.710 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:11.058 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:11.058 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x02d25e622a6994c674538ad59a826d3c50f6941a) already exists.
2025-04-18 01:39:11.058 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:11.735 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:11.735 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xc9c51910dec78730859fcaf04d92a6af1e3c6969) already exists.
2025-04-18 01:39:11.735 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:12.328 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:12.328 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x05ec6bd3b2569041d665fc1c6e9d8bc16f0de180) already exists.
2025-04-18 01:39:12.328 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:12.812 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:12.812 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xb613a6fb04a9470f54acb98eebf9cdd92c9794f9) already exists.
